Model,Accuracy,Precision,Recall,F1,ROC-AUC,CV Accuracy,CV Accuracy Std,CV ROC-AUC,CV ROC-AUC Std
Logistic Regression Tuned,0.63185,0.7955563853622106,0.622270901788974,0.6983242512393986,0.6853326593085629,0.6289250000000001,0.004116734142496949,0.6857948845341716,0.00467934753773204
